Latitude,Longitude,Income Level,Are gut feelings your go-to when making a big decision,Count
36.065908,-83.909603,"Less than $10,000",Reliance on First Impressions,1
36.065973,-79.824383,"Less than $10,000",Openness to Revised Impressions,1
36.065973,-79.824383,"Less than $10,000",Reliance on First Impressions,1
36.065977,-106.086827,"Less than $10,000",Openness to Revised Impressions,1
36.066129,-79.806735,"$10,000 - $19,999",Openness to Revised Impressions,1
36.06616,-86.963852,"$50,000 - $59,999",Openness to Revised Impressions,1
36.068694,-83.656829,"Less than $10,000",Reliance on First Impressions,1
36.080707,-80.0244,"$10,000 - $19,999",Openness to Revised Impressions,1
36.080707,-80.0244,"$20,000 - $29,999",Openness to Revised Impressions,1
36.080707,-80.0244,"Less than $10,000",Reliance on First Impressions,1
36.08093,-95.0994,"$10,000 - $19,999",Reliance on First Impressions,1
36.08093,-95.0994,"Less than $10,000",Reliance on First Impressions,1
36.082972,-88.101856,"$10,000 - $19,999",Reliance on First Impressions,1
36.08396,-89.82925,"$20,000 - $29,999",Openness to Revised Impressions,1
36.087551,-93.966645,"$10,000 - $19,999",Reliance on First Impressions,1
36.087551,-93.966645,"$50,000 - $59,999",Reliance on First Impressions,1
36.08926,-80.22496,"Less than $10,000",Openness to Revised Impressions,1
36.093397,-88.647557,"Less than $10,000",Reliance on First Impressions,1
36.0937,-90.0134,"$10,000 - $19,999",Reliance on First Impressions,1
36.094489,-80.004721,"$20,000 - $29,999",Openness to Revised Impressions,1
36.09786,-78.03876,Prefer not to say,Reliance on First Impressions,1
36.098936,-92.961082,"$20,000 - $29,999",Reliance on First Impressions,1
36.09903,-83.457262,"$10,000 - $19,999",Openness to Revised Impressions,1
36.09916,-110.22094,Prefer not to say,Openness to Revised Impressions,1
36.100391,-98.94537,"Less than $10,000",Openness to Revised Impressions,1
36.100492,-81.165221,"$30,000 - $39,999",Reliance on First Impressions,1
36.101521,-97.069061,"Less than $10,000",Reliance on First Impressions,1
36.10211,-75.81408,"$10,000 - $19,999",Openness to Revised Impressions,1
36.10285,-93.12934,"$10,000 - $19,999",Openness to Revised Impressions,1
36.103685,-79.816254,"$20,000 - $29,999",Reliance on First Impressions,1
36.103729,-79.93983,"$30,000 - $39,999",Openness to Revised Impressions,1
36.104208,-83.121619,"$30,000 - $39,999",Reliance on First Impressions,1
36.104447,-95.804014,"$10,000 - $19,999",Reliance on First Impressions,1
36.104447,-95.804014,"$20,000 - $29,999",Openness to Revised Impressions,1
36.107377,-85.729463,"Less than $10,000",Openness to Revised Impressions,1
36.1092,-97.89867,"Less than $10,000",Reliance on First Impressions,1
36.10925,-94.57022,"Less than $10,000",Openness to Revised Impressions,1
36.110028,-84.167208,"$20,000 - $29,999",Reliance on First Impressions,1
36.111102,-80.200493,"Less than $10,000",Openness to Revised Impressions,1
36.112796,-115.280099,"$40,000 - $49,999",Openness to Revised Impressions,1
36.112987,-79.775913,"$20,000 - $29,999",Openness to Revised Impressions,1
36.11374,-81.66122,"$20,000 - $29,999",Reliance on First Impressions,1
36.114409,-79.735753,"$20,000 - $29,999",Openness to Revised Impressions,1
36.114413,-81.412744,"$10,000 - $19,999",Openness to Revised Impressions,1
36.114842,-115.613219,"$20,000 - $29,999",Reliance on First Impressions,2
36.11635,-90.525077,"$10,000 - $19,999",Reliance on First Impressions,1
36.118515,-86.263,"$10,000 - $19,999",Reliance on First Impressions,1
36.118687,-95.884368,"$10,000 - $19,999",Openness to Revised Impressions,1
36.11951,-92.13599,"$10,000 - $19,999",Reliance on First Impressions,1
36.11951,-92.13599,"$30,000 - $39,999",Reliance on First Impressions,1
36.124163,-115.141303,"$20,000 - $29,999",Openness to Revised Impressions,1
36.124661,-77.825049,"$10,000 - $19,999",Openness to Revised Impressions,1
36.125893,-95.947421,"$10,000 - $19,999",Openness to Revised Impressions,1
36.125996,-95.868767,"Less than $10,000",Openness to Revised Impressions,1
36.128069,-90.691421,"$70,000 - $79,999",Reliance on First Impressions,1
36.1296,-77.42025,"$10,000 - $19,999",Reliance on First Impressions,1
36.132607,-86.803748,"Less than $10,000",Openness to Revised Impressions,1
36.13338,-106.957116,"$10,000 - $19,999",Reliance on First Impressions,1
36.13338,-106.957116,"$20,000 - $29,999",Openness to Revised Impressions,1
36.133527,-119.299856,"$10,000 - $19,999",Reliance on First Impressions,1
36.133909,-80.27764,"$40,000 - $49,999",Openness to Revised Impressions,1
36.137375,-119.039111,"$20,000 - $29,999",Openness to Revised Impressions,1
36.138347,-85.914313,"$40,000 - $49,999",Openness to Revised Impressions,1
36.138861,-119.894727,"$60,000 - $69,999",Openness to Revised Impressions,1
36.139826,-96.029725,"$30,000 - $39,999",Reliance on First Impressions,1
36.139826,-96.029725,"$60,000 - $69,999",Reliance on First Impressions,1
36.139826,-96.029725,"Less than $10,000",Openness to Revised Impressions,1
36.14003,-105.68168,"Less than $10,000",Reliance on First Impressions,1
36.142076,-95.989166,"Less than $10,000",Reliance on First Impressions,1
36.14424,-93.86214,"$40,000 - $49,999",Openness to Revised Impressions,1
36.14448,-103.13049,"Less than $10,000",Reliance on First Impressions,1
36.145823,-89.699719,"$20,000 - $29,999",Openness to Revised Impressions,1
36.14596,-81.16064,"$30,000 - $39,999",Openness to Revised Impressions,1
36.146631,-84.695508,"$10,000 - $19,999",Reliance on First Impressions,1
36.146741,-95.90447,"$10,000 - $19,999",Reliance on First Impressions,1
36.146741,-95.90447,Prefer not to say,Reliance on First Impressions,1
36.147696,-95.797314,"Less than $10,000",Openness to Revised Impressions,1
36.14998,-94.242884,"Less than $10,000",Openness to Revised Impressions,1
36.150393,-79.610426,"$10,000 - $19,999",Reliance on First Impressions,1
36.153572,-86.583994,"$30,000 - $39,999",Openness to Revised Impressions,1
36.15368,-91.84154,"$10,000 - $19,999",Openness to Revised Impressions,1
36.154227,-82.994077,"Less than $10,000",Reliance on First Impressions,1
36.15535,-92.90684,"Less than $10,000",Reliance on First Impressions,1
36.156231,-86.304922,"$10,000 - $19,999",Reliance on First Impressions,1
36.15735,-81.97817,"$40,000 - $49,999",Reliance on First Impressions,1
36.15735,-81.97817,"Less than $10,000",Reliance on First Impressions,1
36.15738,-75.8588,"$10,000 - $19,999",Openness to Revised Impressions,1
36.160959,-80.378143,"Less than $10,000",Reliance on First Impressions,1
36.161793,-83.68192,"$20,000 - $29,999",Openness to Revised Impressions,1
36.161793,-83.68192,"$80,000 - $99,999",Openness to Revised Impressions,1
36.161906,-86.781748,"$20,000 - $29,999",Openness to Revised Impressions,1
36.161906,-86.781748,"Less than $10,000",Openness to Revised Impressions,1
36.162189,-86.670867,"Less than $10,000",Openness to Revised Impressions,1
36.16318,-81.8715,"$10,000 - $19,999",Reliance on First Impressions,1
36.165011,-86.782141,"$40,000 - $49,999",Reliance on First Impressions,1
36.16598,-78.87667,"$50,000 - $59,999",Reliance on First Impressions,1
36.166156,-86.767542,"$10,000 - $19,999",Openness to Revised Impressions,1
36.166156,-86.767542,"$30,000 - $39,999",Reliance on First Impressions,1
36.1662,-94.85467,"Less than $10,000",Openness to Revised Impressions,1
36.16722,-94.240112,"Less than $10,000",Openness to Revised Impressions,1
36.168271,-82.854836,"Less than $10,000",Reliance on First Impressions,1
36.169273,-115.282751,"Less than $10,000",Openness to Revised Impressions,1
36.169526,-95.521145,"Less than $10,000",Reliance on First Impressions,1
36.17084,-109.94651,"$50,000 - $59,999",Reliance on First Impressions,1
36.174971,-115.137223,"$10,000 - $19,999",Reliance on First Impressions,1
36.174971,-115.137223,"$20,000 - $29,999",Openness to Revised Impressions,1
36.17559,-105.04806,Prefer not to say,Reliance on First Impressions,1
36.180143,-86.73575,"$10,000 - $19,999",Openness to Revised Impressions,1
36.18099,-77.66664,"Less than $10,000",Openness to Revised Impressions,1
36.181169,-115.167635,"$10,000 - $19,999",Openness to Revised Impressions,1
36.1854,-86.94857,"Less than $10,000",Openness to Revised Impressions,1
36.18646,-92.00876,"Less than $10,000",Openness to Revised Impressions,1
36.186605,-86.785248,"$10,000 - $19,999",Openness to Revised Impressions,2
36.186605,-86.785248,"$10,000 - $19,999",Reliance on First Impressions,1
36.186605,-86.785248,"$100,000 - $119,999",Openness to Revised Impressions,1
36.186605,-86.785248,"$20,000 - $29,999",Openness to Revised Impressions,2
36.186605,-86.785248,"Less than $10,000",Openness to Revised Impressions,1
36.186605,-86.785248,"Less than $10,000",Reliance on First Impressions,1
36.186605,-86.785248,Prefer not to say,Reliance on First Impressions,1
36.188021,-96.491832,"$40,000 - $49,999",Reliance on First Impressions,1
36.188107,-95.953879,"$10,000 - $19,999",Openness to Revised Impressions,1
36.189441,-119.851865,Prefer not to say,Openness to Revised Impressions,1
36.19091,-81.23563,"$40,000 - $49,999",Openness to Revised Impressions,1
36.191405,-80.16357,"$20,000 - $29,999",Reliance on First Impressions,1
36.191405,-80.16357,"$40,000 - $49,999",Reliance on First Impressions,1
36.1947,-106.94545,"Less than $10,000",Reliance on First Impressions,1
36.196316,-94.948524,"$10,000 - $19,999",Openness to Revised Impressions,1
36.197616,-85.011311,"$40,000 - $49,999",Openness to Revised Impressions,1
36.197616,-85.011311,"Less than $10,000",Openness to Revised Impressions,1
36.197851,-80.575334,"$10,000 - $19,999",Openness to Revised Impressions,1
36.198539,-76.373908,"Less than $10,000",Reliance on First Impressions,1
36.19869,-84.03714,"$20,000 - $29,999",Openness to Revised Impressions,1
36.200019,-79.880028,"$20,000 - $29,999",Reliance on First Impressions,1
36.200019,-79.880028,"Less than $10,000",Reliance on First Impressions,1
36.201898,-121.05232,"Less than $10,000",Openness to Revised Impressions,1
36.202427,-84.79351,"$10,000 - $19,999",Openness to Revised Impressions,1
36.202427,-84.79351,Prefer not to say,Openness to Revised Impressions,1
36.202731,-115.307758,"$80,000 - $99,999",Openness to Revised Impressions,1
36.20293,-77.24524,"$10,000 - $19,999",Openness to Revised Impressions,1
36.20343,-115.036376,"Less than $10,000",Reliance on First Impressions,1
36.20395,-88.41977,"Less than $10,000",Reliance on First Impressions,1
36.20423,-90.514,"$10,000 - $19,999",Openness to Revised Impressions,1
36.20536,-94.85134,"$10,000 - $19,999",Reliance on First Impressions,1
36.207165,-120.103363,"$30,000 - $39,999",Openness to Revised Impressions,1
36.208255,-90.721173,"$10,000 - $19,999",Openness to Revised Impressions,1
36.211456,-115.124148,"$10,000 - $19,999",Reliance on First Impressions,1
36.211456,-115.124148,"$30,000 - $39,999",Openness to Revised Impressions,1
36.211456,-115.124148,"Less than $10,000",Reliance on First Impressions,1
36.213293,-83.275211,"Less than $10,000",Openness to Revised Impressions,1
36.21397,-80.690386,"Less than $10,000",Reliance on First Impressions,1
36.21676,-92.078015,"$10,000 - $19,999",Openness to Revised Impressions,1
36.217756,-85.813648,"$20,000 - $29,999",Reliance on First Impressions,1
36.217756,-85.813648,"Less than $10,000",Reliance on First Impressions,1
36.21786,-84.15465,"Less than $10,000",Openness to Revised Impressions,1
36.21786,-84.15465,"Less than $10,000",Reliance on First Impressions,1
36.22029,-100.26713,"Less than $10,000",Openness to Revised Impressions,1
36.22396,-91.60848,"Less than $10,000",Openness to Revised Impressions,1
36.224842,-88.616346,Prefer not to say,Openness to Revised Impressions,1
36.227255,-80.998644,"Less than $10,000",Openness to Revised Impressions,1
36.22816,-82.63043,Prefer not to say,Reliance on First Impressions,1
36.232191,-87.278993,"$20,000 - $29,999",Openness to Revised Impressions,1
36.2334,-91.2518,"Less than $10,000",Reliance on First Impressions,2
36.23368,-89.74953,"Less than $10,000",Openness to Revised Impressions,1
36.233916,-86.784698,"Less than $10,000",Openness to Revised Impressions,1
36.234304,-86.89585,"$10,000 - $19,999",Openness to Revised Impressions,1
36.234304,-86.89585,"$20,000 - $29,999",Openness to Revised Impressions,1
36.234304,-86.89585,"$30,000 - $39,999",Reliance on First Impressions,1
36.23451,-91.81542,"Less than $10,000",Openness to Revised Impressions,1
36.235198,-77.502602,"Less than $10,000",Openness to Revised Impressions,1
36.23638,-92.372635,"$30,000 - $39,999",Openness to Revised Impressions,1
36.23638,-92.372635,"Less than $10,000",Reliance on First Impressions,1
36.238438,-81.045963,"$10,000 - $19,999",Openness to Revised Impressions,1
36.241614,-88.860371,"$20,000 - $29,999",Openness to Revised Impressions,1
36.244307,-83.185535,"$10,000 - $19,999",Openness to Revised Impressions,1
36.244711,-85.160197,"$10,000 - $19,999",Openness to Revised Impressions,1
36.245657,-87.465507,"Less than $10,000",Reliance on First Impressions,1
36.246153,-115.222064,"$40,000 - $49,999",Reliance on First Impressions,1
36.246582,-98.185445,"$20,000 - $29,999",Openness to Revised Impressions,1
36.248623,-92.841645,"Less than $10,000",Openness to Revised Impressions,1
36.249491,-95.977624,"$30,000 - $39,999",Openness to Revised Impressions,1
36.2495,-107.74734,"$20,000 - $29,999",Reliance on First Impressions,1
36.25598,-77.93582,"$20,000 - $29,999",Reliance on First Impressions,2
36.259503,-86.706296,"Less than $10,000",Openness to Revised Impressions,2
36.259849,-85.00154,"Less than $10,000",Openness to Revised Impressions,1
36.26059,-97.66922,"$40,000 - $49,999",Openness to Revised Impressions,1
36.266185,-81.802644,"$10,000 - $19,999",Reliance on First Impressions,1
36.271215,-89.292228,"Less than $10,000",Reliance on First Impressions,1
36.271979,-96.246217,"$40,000 - $49,999",Openness to Revised Impressions,1
36.271979,-96.246217,"Less than $10,000",Reliance on First Impressions,1
36.272071,-87.391396,"Less than $10,000",Openness to Revised Impressions,1
36.272071,-87.391396,"Less than $10,000",Reliance on First Impressions,1
36.273673,-75.909652,"Less than $10,000",Reliance on First Impressions,1
36.27581,-99.33784,"$10,000 - $19,999",Openness to Revised Impressions,1
36.277826,-102.602022,"Less than $10,000",Openness to Revised Impressions,1
36.28428,-82.17263,"Less than $10,000",Openness to Revised Impressions,1
36.284433,-90.853751,"Less than $10,000",Reliance on First Impressions,1
36.284511,-115.134488,"Less than $10,000",Openness to Revised Impressions,1
36.288043,-97.029796,"$40,000 - $49,999",Openness to Revised Impressions,1
36.29008,-83.59102,"Less than $10,000",Reliance on First Impressions,1
36.292495,-95.222792,"$20,000 - $29,999",Reliance on First Impressions,1
36.292495,-95.222792,"$80,000 - $99,999",Openness to Revised Impressions,1
36.29287,-95.1533,"Less than $10,000",Reliance on First Impressions,1
36.294236,-83.806991,"$20,000 - $29,999",Reliance on First Impressions,1
36.298192,-91.534657,"$60,000 - $69,999",Openness to Revised Impressions,1
36.299507,-93.956801,"$40,000 - $49,999",Reliance on First Impressions,1
36.30011,-82.29403,"Less than $10,000",Reliance on First Impressions,1
36.3033,-109.21566,"Less than $10,000",Reliance on First Impressions,1
36.306976,-96.706208,"$10,000 - $19,999",Openness to Revised Impressions,1
36.306976,-96.706208,"Less than $10,000",Openness to Revised Impressions,1
36.307279,-95.271696,"$10,000 - $19,999",Reliance on First Impressions,1
36.307279,-95.271696,"Less than $10,000",Openness to Revised Impressions,1
36.307449,-98.04182,"$10,000 - $19,999",Openness to Revised Impressions,1
36.307995,-75.918814,"Less than $10,000",Reliance on First Impressions,1
36.308229,-82.387422,"$10,000 - $19,999",Reliance on First Impressions,1
36.310755,-89.073128,"Less than $10,000",Openness to Revised Impressions,1
36.310788,-90.329565,"$20,000 - $29,999",Openness to Revised Impressions,1
36.313605,-88.742473,"Less than $10,000",Openness to Revised Impressions,2
36.31646,-91.22263,"$60,000 - $69,999",Openness to Revised Impressions,1
